Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($3.3(1))
3,2,1,Column($3.0(1))
3,3,1,"List([2, 1])"
3,4,1,Table($3)
3,5,3,"Scan([4, 3, 0]); Proj([3, 5]); Filter([0, 5])"
3,6,1,Column($0.1(1))
3,7,1,Column($0.0(1))
3,8,1,"List([7, 6])"
3,9,1,Table($0)
3,10,3,"Scan([9, 8, 0]); Proj([8, 10]); Filter([0, 10])"
3,11,1,"Constant(String(""GERMANY""))"
3,12,4,"Eq([6, 11]); Eq([11, 6]); And([0, 12]); And([12, 0])"
3,13,3,"Proj([8, 13]); Filter([0, 13]); Filter([12, 10])"
3,14,1,List([7])
3,15,3,"Proj([14, 13]); Proj([14, 15]); Filter([0, 15])"
3,16,1,List([1])
3,17,1,Inner
3,18,3,"Filter([0, 18]); Join([17, 86, 15, 5]); HashJoin([17, 0, 14, 16, 15, 5])"
3,19,1,Column($4.3(1))
3,20,1,Column($4.2(1))
3,21,1,Column($4.1(1))
3,22,1,"List([21, 20, 19])"
3,23,1,Table($4)
3,24,3,"Scan([23, 22, 0]); Proj([22, 24]); Filter([0, 24])"
3,25,1,List([2])
3,26,1,List([21])
3,27,3,"Filter([0, 27]); Join([17, 89, 24, 18]); HashJoin([17, 0, 26, 25, 24, 18])"
3,28,1,"List([20, 19])"
3,29,28,"Proj([28, 27]); Proj([28, 29]); Proj([28, 124]); Proj([28, 162]); Proj([28, 227]); Proj([28, 260]); Proj([28, 271]); Proj([28, 347]); Proj([28, 450]); Proj([28, 455]); Proj([28, 457]); Proj([28, 573]); Proj([28, 576]); Proj([28, 579]); Proj([28, 602]); Proj([28, 787]); Proj([28, 791]); Proj([28, 795]); Proj([28, 929]); Proj([28, 1063]); Proj([28, 1067]); Proj([28, 1070]); Proj([28, 1073]); Proj([28, 1076]); Proj([28, 1079]); Proj([28, 1131]); Proj([28, 1135]); Filter([0, 29])"
3,30,1,"Mul([19, 20])"
3,31,1,Sum(30)
3,32,1,List([31])
3,33,2,"Filter([0, 33]); Agg([32, 29])"
3,34,1,Constant(Decimal(0.0001000000))
3,35,1,Ref(31)
3,36,1,"Mul([35, 34])"
3,37,1,List([36])
3,38,3,"Proj([37, 33]); Proj([37, 220]); Filter([0, 38])"
3,39,1,Column($3.3)
3,40,1,Column($3.0)
3,41,1,"List([40, 39])"
3,42,3,"Scan([4, 41, 0]); Proj([41, 42]); Filter([0, 42])"
3,43,1,Column($0.1)
3,44,1,Column($0.0)
3,45,1,"List([44, 43])"
3,46,3,"Scan([9, 45, 0]); Proj([45, 46]); Filter([0, 46])"
3,47,4,"Eq([11, 43]); Eq([43, 11]); And([0, 47]); And([47, 0])"
3,48,3,"Proj([45, 48]); Filter([0, 48]); Filter([47, 46])"
3,49,1,List([44])
3,50,3,"Proj([49, 48]); Proj([49, 50]); Filter([0, 50])"
3,51,1,List([39])
3,52,3,"Filter([0, 52]); Join([17, 92, 50, 42]); HashJoin([17, 0, 49, 51, 50, 42])"
3,53,1,Column($4.3)
3,54,1,Column($4.2)
3,55,1,Column($4.1)
3,56,1,Column($4.0)
3,57,1,"List([56, 55, 54, 53])"
3,58,3,"Scan([23, 57, 0]); Proj([57, 58]); Filter([0, 58])"
3,59,1,List([40])
3,60,1,List([55])
3,61,3,"Filter([0, 61]); Join([17, 95, 58, 52]); HashJoin([17, 0, 60, 59, 58, 52])"
3,62,1,"List([56, 54, 53])"
